Year,Quarter,Month,Day,COUNTRY,CUSTOMER_ID,CUSTOMER_UNIQUE_KEY,Female %,Full Name,FIRST_NAME,GENDER,LAST_NAME,Male %,profit,Repeat Purchase Rate,Total Female Customers,Total Male Customers
1948,Qtr 3,July,3,United States,18537,AW00018537,100,Kathryn Carson,Kathryn,Female,Carson,,2378,100,1,
1948,Qtr 3,July,3,United States,27397,AW00027397,,Alex James,Alex,Male,James,100,21,100,,1
1948,Qtr 3,July,8,Germany,19274,AW00019274,100,Karen Yang,Karen,Female,Yang,,1406,100,1,
1948,Qtr 3,July,10,Australia,17353,AW00017353,,Bruce Navarro,Bruce,Male,Navarro,100,3660,100,,1
1948,Qtr 3,July,10,United States,20491,AW00020491,,Dakota Perry,Dakota,Male,Perry,100,18,100,,1
1948,Qtr 3,July,12,United States,17555,AW00017555,,William Smith,William,Male,Smith,100,2469,100,,1
1948,Qtr 3,July,13,Australia,28353,AW00028353,100,Summer Kapoor,Summer,Female,Kapoor,,202,100,1,
1948,Qtr 3,July,15,Germany,22415,AW00022415,100,Natalie Phillips,Natalie,Female,Phillips,,221,100,1,
1948,Qtr 3,July,18,Canada,26474,AW00026474,100,Mackenzie Morris,Mackenzie,Female,Morris,,12,100,1,
1948,Qtr 3,July,18,France,19272,AW00019272,,Shaun Andersen,Shaun,Male,Andersen,100,12,100,,1
1948,Qtr 3,July,21,n/a,21449,AW00021449,,Devon Raheem,Devon,Male,Raheem,100,9,100,,1
1948,Qtr 3,July,23,France,19273,AW00019273,100,Natalie Henderson,Natalie,Female,Henderson,,72,100,1,
1948,Qtr 3,July,23,France,23991,AW00023991,,Todd Zhao,Todd,Male,Zhao,100,202,100,,1
1948,Qtr 3,July,31,United States,14257,AW00014257,,James Carter,James,Male,Carter,100,54,100,,1
1948,Qtr 3,August,6,Australia,13160,AW00013160,,Willie Xu,Willie,Male,Xu,100,5252,100,,1
1948,Qtr 3,August,6,Canada,16649,AW00016649,100,Makayla Stewart,Makayla,Female,Stewart,,76,100,1,
1948,Qtr 3,August,6,Canada,18972,AW00018972,,Benjamin Butler,Benjamin,Male,Butler,100,2472,100,,1
1948,Qtr 3,August,7,United States,19845,AW00019845,,Fernando Hernandez,Fernando,Male,Hernandez,100,377,100,,1
1948,Qtr 3,August,9,Australia,27746,AW00027746,,Dale Raje,Dale,Male,Raje,100,252,100,,1
1948,Qtr 3,August,9,United States,17467,AW00017467,,Wyatt Hayes,Wyatt,Male,Hayes,100,3,,,1
1948,Qtr 3,August,9,United States,26451,AW00026451,100,Mariah Perry,Mariah,Female,Perry,,17,100,1,
1948,Qtr 3,August,11,Australia,27910,AW00027910,,Arturo Zhou,Arturo,Male,Zhou,100,265,100,,1
1948,Qtr 3,August,11,Canada,18971,AW00018971,,Wyatt Moore,Wyatt,Male,Moore,100,2461,100,,1
1948,Qtr 3,August,12,Australia,12039,AW00012039,,Ricardo Nath,Ricardo,Male,Nath,100,4976,100,,1
1948,Qtr 3,August,12,Australia,18319,AW00018319,100,Aimee Sun,Aimee,Female,Sun,,85,100,1,
1948,Qtr 3,August,12,Canada,20492,AW00020492,100,Madison Martin,Madison,Female,Martin,,68,100,1,
1948,Qtr 3,August,12,United States,19848,AW00019848,,Bryant Malhotra,Bryant,Male,Malhotra,100,56,100,,1
1948,Qtr 3,August,13,Canada,22730,AW00022730,,Timothy Perez,Timothy,Male,Perez,100,3,,,1
1948,Qtr 3,August,18,United States,13348,AW00013348,,Noah Young,Noah,Male,Young,100,4234,100,,1
1948,Qtr 3,August,18,United States,22733,AW00022733,100,Alexandria Powell,Alexandria,Female,Powell,,202,100,1,
1948,Qtr 3,August,19,Australia,24506,AW00024506,100,Jaime Muñoz,Jaime,Female,Muñoz,,1952,100,1,
1948,Qtr 3,August,24,United States,28011,AW00028011,,Andrew Lan,Andrew,Male,Lan,100,4,100,,1
1948,Qtr 3,August,25,Canada,19847,AW00019847,,Brendan Anand,Brendan,Male,Anand,100,14,,,1
1948,Qtr 3,August,25,Canada,21447,AW00021447,,Anthony Harris,Anthony,Male,Harris,100,14,,,1
1948,Qtr 3,August,25,France,12254,AW00012254,,Calvin Deng,Calvin,Male,Deng,100,3914,100,,1
1948,Qtr 3,August,25,United States,14255,AW00014255,,Jonathan Jackson,Jonathan,Male,Jackson,100,3289,100,,1
1948,Qtr 3,September,7,Australia,26191,AW00026191,,Jon Wang,Jon,Male,Wang,100,1837,100,,1
1948,Qtr 3,September,7,Canada,15997,AW00015997,100,Melissa Jenkins,Melissa,Female,Jenkins,,3332,100,1,
1948,Qtr 3,September,9,Australia,27745,AW00027745,,Levi Sanchez,Levi,Male,Sanchez,100,245,100,,1
1948,Qtr 3,September,9,United States,23686,AW00023686,100,Rachel Murphy,Rachel,Female,Murphy,,119,100,1,
1948,Qtr 3,September,11,United States,12057,AW00012057,100,Madeline Collins,Madeline,Female,Collins,,77,100,1,
1948,Qtr 3,September,12,United States,13192,AW00013192,,Hunter Martinez,Hunter,Male,Martinez,100,83,100,,1
1948,Qtr 3,September,13,n/a,21445,AW00021445,100,Madeline Evans,Madeline,Female,Evans,,118,100,1,
1948,Qtr 3,September,18,Australia,25272,AW00025272,,Edwin Xu,Edwin,Male,Xu,100,1612,100,,1
1948,Qtr 3,September,18,United States,18536,AW00018536,100,Hailey Coleman,Hailey,Female,Coleman,,57,100,1,
1948,Qtr 3,September,20,Australia,15833,AW00015833,100,Tabitha Kovar,Tabitha,Female,Kovar,,2151,100,1,
1948,Qtr 3,September,20,United Kingdom,20165,AW00020165,100,Kristina Mehta,Kristina,Female,Mehta,,2894,100,1,
1948,Qtr 3,September,20,United States,15167,AW00015167,100,Sara Hernandez,Sara,Female,Hernandez,,3174,100,1,
1948,Qtr 3,September,20,United States,21755,AW00021755,,Lucas White,Lucas,Male,White,100,9,100,,1
1948,Qtr 3,September,21,Canada,22728,AW00022728,100,Arianna Russell,Arianna,Female,Russell,,94,100,1,
1948,Qtr 3,September,21,France,14556,AW00014556,,Rafael He,Rafael,Male,He,100,12,100,,1
1948,Qtr 3,September,21,United States,20378,AW00020378,,Nathan Jai,Nathan,Male,Jai,100,98,100,,1
1948,Qtr 3,September,21,United States,27997,AW00027997,100,Lydia Malhotra,Lydia,Female,Malhotra,,3,,1,
1948,Qtr 3,September,29,United States,20490,AW00020490,100,Kaylee Roberts,Kaylee,Female,Roberts,,78,100,1,
1948,Qtr 4,October,1,Germany,25720,AW00025720,,Ronald Garcia,Ronald,Male,Garcia,100,980,100,,1
1948,Qtr 4,October,1,n/a,21448,AW00021448,100,Jenna Nelson,Jenna,Female,Nelson,,224,100,1,
1948,Qtr 4,October,2,France,14136,AW00014136,,Louis She,Louis,Male,She,100,92,100,,1
1948,Qtr 4,October,2,United States,25855,AW00025855,,Dylan Diaz,Dylan,Male,Diaz,100,25,100,,1
1948,Qtr 4,October,6,Canada,27400,AW00027400,,Miguel Coleman,Miguel,Male,Coleman,100,44,,,1
1948,Qtr 4,October,6,United Kingdom,25573,AW00025573,100,Rosa Zhou,Rosa,Female,Zhou,,1097,100,1,
1948,Qtr 4,October,13,Canada,12060,AW00012060,,Andrew Wedge,Andrew,Male,Wedge,100,3421,100,,1
1948,Qtr 4,October,13,Germany,24180,AW00024180,,Arturo Jai,Arturo,Male,Jai,100,72,100,,1
1948,Qtr 4,October,29,Germany,20163,AW00020163,100,Krystal Zhang,Krystal,Female,Zhang,,1768,100,1,
1948,Qtr 4,October,29,United States,19842,AW00019842,100,Katherine Phillips,Katherine,Female,Phillips,,260,100,1,
1948,Qtr 4,November,3,United Kingdom,29386,AW00029386,,Franklin Wang,Franklin,Male,Wang,100,17,100,,1
1948,Qtr 4,November,3,United States,15411,AW00015411,,Jay Chandra,Jay,Male,Chandra,100,3196,100,,1
1948,Qtr 4,November,3,United States,22729,AW00022729,,Seth Nelson,Seth,Male,Nelson,100,91,100,,1
1948,Qtr 4,November,5,Canada,12061,AW00012061,,Bryce Brooks,Bryce,Male,Brooks,100,134,100,,1
1948,Qtr 4,November,5,United Kingdom,11375,AW00011375,,Francisco Martinez,Francisco,Male,Martinez,100,9,100,,1
1948,Qtr 4,November,5,United States,13193,AW00013193,,Kevin Evans,Kevin,Male,Evans,100,68,100,,1
1948,Qtr 4,November,6,United Kingdom,20824,AW00020824,,Derek Xu,Derek,Male,Xu,100,1377,100,,1
1948,Qtr 4,November,9,United Kingdom,26929,AW00026929,,Maurice Pal,Maurice,Male,Pal,100,274,100,,1
1948,Qtr 4,November,10,France,16513,AW00016513,,Ronnie Wagner,Ronnie,Male,Wagner,100,3995,100,,1
1948,Qtr 4,November,13,France,25570,AW00025570,100,Robyn Torres,Robyn,Female,Torres,,31,100,1,
1948,Qtr 4,November,13,United States,14256,AW00014256,100,Elizabeth Robinson,Elizabeth,Female,Robinson,,3206,100,1,
1948,Qtr 4,November,22,United States,13346,AW00013346,,Gregory Chande,Gregory,Male,Chande,100,4114,100,,1
1948,Qtr 4,November,22,United States,17470,AW00017470,100,Jaime Carlson,Jaime,Female,Carlson,,2400,100,1,
1948,Qtr 4,November,22,United States,18974,AW00018974,,James Rodriguez,James,Male,Rodriguez,100,274,100,,1
1948,Qtr 4,November,22,United States,26454,AW00026454,,Sebastian Cox,Sebastian,Male,Cox,100,17,100,,1
1948,Qtr 4,November,22,United States,27396,AW00027396,,Adrian Cook,Adrian,Male,Cook,100,56,100,,1
1948,Qtr 4,November,23,United Kingdom,12590,AW00012590,,Mario Chander,Mario,Male,Chander,100,58,100,,1
1948,Qtr 4,November,29,Germany,24182,AW00024182,100,Nancy Lopez,Nancy,Female,Lopez,,214,100,1,
1948,Qtr 4,November,29,United Kingdom,12551,AW00012551,,Julio Ramos,Julio,Male,Ramos,100,70,100,,1
1948,Qtr 4,November,29,United States,12059,AW00012059,,Jason Jenkins,Jason,Male,Jenkins,100,3868,100,,1
1948,Qtr 4,December,1,United States,14252,AW00014252,100,Destiny Cook,Destiny,Female,Cook,,96,100,1,
1948,Qtr 4,December,2,Australia,25273,AW00025273,,Karl Rai,Karl,Male,Rai,100,1640,100,,1
1948,Qtr 4,December,3,Germany,17738,AW00017738,,Nicolas Deng,Nicolas,Male,Deng,100,16,,,1
1948,Qtr 4,December,3,United States,28987,AW00028987,100,Jessica Harris,Jessica,Female,Harris,,20,100,1,
1948,Qtr 4,December,6,Australia,28352,AW00028352,100,Meghan Sanz,Meghan,Female,Sanz,,214,100,1,
1948,Qtr 4,December,6,Germany,25571,AW00025571,,Richard Lopez,Richard,Male,Lopez,100,274,100,,1
1948,Qtr 4,December,7,United Kingdom,11376,AW00011376,,Lance Vazquez,Lance,Male,Vazquez,100,40,100,,1
1948,Qtr 4,December,7,United States,18973,AW00018973,100,Kate Yuan,Kate,Female,Yuan,,262,100,1,
1948,Qtr 4,December,9,Australia,20284,AW00020284,100,Deanna Ashe,Deanna,Female,Ashe,,2103,100,1,
1948,Qtr 4,December,22,Canada,13199,AW00013199,,Timothy Stewart,Timothy,Male,Stewart,100,112,100,,1
1948,Qtr 4,December,22,United Kingdom,16531,AW00016531,100,Lacey Gao,Lacey,Female,Gao,,1373,100,1,
1948,Qtr 4,December,22,United States,23685,AW00023685,100,Alexa Reed,Alexa,Female,Reed,,19,,1,
1948,Qtr 4,December,25,Germany,11374,AW00011374,,Jimmy Ortega,Jimmy,Male,Ortega,100,90,100,,1
1948,Qtr 4,December,25,United States,18540,AW00018540,100,Victoria Perry,Victoria,Female,Perry,,2515,100,1,
1948,Qtr 4,December,30,United States,12058,AW00012058,100,Chloe Nelson,Chloe,Female,Nelson,,3824,100,1,
1948,Qtr 4,December,30,United States,18542,AW00018542,,Dustin She,Dustin,Male,She,100,56,100,,1
1949,Qtr 1,January,2,Canada,18541,AW00018541,100,Kayla Jones,Kayla,Female,Jones,,59,100,1,
1949,Qtr 1,January,6,United States,13200,AW00013200,100,Jessica Miller,Jessica,Female,Miller,,15,100,1,
1949,Qtr 1,January,8,Australia,26192,AW00026192,,Noah Hill,Noah,Male,Hill,100,1768,100,,1
1949,Qtr 1,January,8,United States,15165,AW00015165,,Carl Anand,Carl,Male,Anand,100,72,100,,1
1949,Qtr 1,January,11,United Kingdom,20164,AW00020164,,Carol Ann Rockne,Carol Ann,Male,Rockne,100,2821,100,,1
1949,Qtr 1,January,19,Canada,19839,AW00019839,100,Carly Yuan,Carly,Female,Yuan,,169,100,1,
1949,Qtr 1,January,19,United States,22725,AW00022725,,Richard Gonzales,Richard,Male,Gonzales,100,25,100,,1
1949,Qtr 1,January,21,Australia,21259,AW00021259,,Curtis Cai,Curtis,Male,Cai,100,2356,100,,1
1949,Qtr 1,January,21,Canada,28986,AW00028986,,Caleb King,Caleb,Male,King,100,53,100,,1
1949,Qtr 1,January,23,United States,24643,AW00024643,100,Jada Campbell,Jada,Female,Campbell,,22,100,1,
1949,Qtr 1,January,30,Australia,18769,AW00018769,100,Theresa Dominguez,Theresa,Female,Dominguez,,2041,100,1,
1949,Qtr 1,January,30,Germany,17928,AW00017928,,Terrence She,Terrence,Male,She,100,2409,100,,1
1949,Qtr 1,January,30,United States,25853,AW00025853,100,Chloe Collins,Chloe,Female,Collins,,17,100,1,
1949,Qtr 1,February,6,Australia,12038,AW00012038,,George Vance,George,Male,Vance,100,117,100,,1
1949,Qtr 1,February,6,France,14135,AW00014135,,Clayton Xie,Clayton,Male,Xie,100,54,100,,1
1949,Qtr 1,February,6,n/a,21343,AW00021343,,Colin Zeng,Colin,Male,Zeng,100,1082,100,,1
1949,Qtr 1,February,6,United States,25854,AW00025854,,Jordan Chen,Jordan,Male,Chen,100,17,100,,1
1949,Qtr 1,February,7,Australia,17354,AW00017354,,Ivan Garcia,Ivan,Male,Garcia,100,3656,100,,1
1949,Qtr 1,February,7,United States,22731,AW00022731,,Brandon Henderson,Brandon,Male,Henderson,100,91,100,,1
1949,Qtr 1,February,8,United Kingdom,27880,AW00027880,,Curtis Hu,Curtis,Male,Hu,100,911,100,,1
1949,Qtr 1,February,8,United States,18970,AW00018970,,Jason Roberts,Jason,Male,Roberts,100,84,100,,1
1949,Qtr 1,February,11,Canada,22732,AW00022732,,Sean Turner,Sean,Male,Turner,100,1661,100,,1
1949,Qtr 1,February,11,France,24158,AW00024158,,Omar Deng,Omar,Male,Deng,100,911,100,,1
1949,Qtr 1,February,14,France,26925,AW00026925,,Dominic Rana,Dominic,Male,Rana,100,22,100,,1
1949,Qtr 1,February,23,France,15462,AW00015462,,Tony Chande,Tony,Male,Chande,100,1221,100,,1
1949,Qtr 1,February,23,Germany,28489,AW00028489,,Jeffery Zhu,Jeffery,Male,Zhu,100,359,100,,1
1949,Qtr 1,February,23,United States,13194,AW00013194,,Kevin Carter,Kevin,Male,Carter,100,83,100,,1
1949,Qtr 1,February,23,United States,25838,AW00025838,100,Makayla Reed,Makayla,Female,Reed,,88,100,1,
1949,Qtr 1,February,28,United States,14254,AW00014254,100,Tabitha Gill,Tabitha,Female,Gill,,111,100,1,
1949,Qtr 1,February,28,United States,27398,AW00027398,100,Alexis Lee,Alexis,Female,Lee,,17,100,1,
1949,Qtr 1,March,2,Australia,25270,AW00025270,100,Gloria Diaz,Gloria,Female,Diaz,,1669,100,1,
1949,Qtr 1,March,2,Canada,13350,AW00013350,,Isaac Sandberg,Isaac,Male,Sandberg,100,83,100,,1
1949,Qtr 1,March,2,Canada,19844,AW00019844,100,Emma Murphy,Emma,Female,Murphy,,3980,100,1,
1949,Qtr 1,March,2,Germany,20162,AW00020162,100,Kelsey Nath,Kelsey,Female,Nath,,1789,100,1,
1949,Qtr 1,March,2,United Kingdom,25572,AW00025572,,Allen Gonzalez,Allen,Male,Gonzalez,100,1106,100,,1
1949,Qtr 1,March,2,United States,16650,AW00016650,100,Kaitlyn Green,Kaitlyn,Female,Green,,3,,1,
1949,Qtr 1,March,3,United States,20496,AW00020496,100,Jada Roberts,Jada,Female,Roberts,,2313,100,1,
1949,Qtr 1,March,10,United States,15166,AW00015166,100,Nina Goel,Nina,Female,Goel,,3158,100,1,
1949,Qtr 1,March,10,United States,19840,AW00019840,100,Jessica James,Jessica,Female,James,,98,100,1,
1949,Qtr 1,March,10,United States,20495,AW00020495,,Wesley Wang,Wesley,Male,Wang,100,2269,100,,1
1949,Qtr 1,March,10,United States,24952,AW00024952,100,Amanda Long,Amanda,Female,Long,,93,100,1,
1949,Qtr 1,March,13,Australia,12037,AW00012037,100,Patricia Chapman,Patricia,Female,Chapman,,4511,100,1,
1949,Qtr 1,March,13,United States,18538,AW00018538,,Ian Mitchell,Ian,Male,Mitchell,100,2404,100,,1
1949,Qtr 1,March,20,Germany,28490,AW00028490,100,Krista Ramos,Krista,Female,Ramos,,303,100,1,
1949,Qtr 1,March,24,United Kingdom,13530,AW00013530,100,Krystal Chen,Krystal,Female,Chen,,117,100,1,
1949,Qtr 1,March,24,United States,24951,AW00024951,,Jeremy Ward,Jeremy,Male,Ward,100,21,,,1
1949,Qtr 1,March,25,France,26926,AW00026926,,Sergio Mehta,Sergio,Male,Mehta,100,18,,,1
1949,Qtr 1,March,25,United States,16651,AW00016651,100,Abigail Martinez,Abigail,Female,Martinez,,12,100,1,
1949,Qtr 2,April,1,United Kingdom,22416,AW00022416,100,Tabitha Romero,Tabitha,Female,Romero,,706,100,1,
1949,Qtr 2,April,4,Australia,14103,AW00014103,100,Monique Blanco,Monique,Female,Blanco,,2554,100,1,
1949,Qtr 2,April,4,Germany,14137,AW00014137,100,Joy Ruiz,Joy,Female,Ruiz,,1810,100,1,
1949,Qtr 2,April,4,United States,13349,AW00013349,100,Kaitlyn Gonzalez,Kaitlyn,Female,Gonzalez,,14,,1,
1949,Qtr 2,April,4,United States,18432,AW00018432,100,Jordan Lopez,Jordan,Female,Lopez,,2427,100,1,
1949,Qtr 2,April,5,Canada,18535,AW00018535,,Donald Kapoor,Donald,Male,Kapoor,100,33,100,,1
1949,Qtr 2,April,14,Canada,13198,AW00013198,100,Cindy Gray,Cindy,Female,Gray,,71,100,1,
1949,Qtr 2,April,14,Canada,21446,AW00021446,,Jeremy Barnes,Jeremy,Male,Barnes,100,57,100,,1
1949,Qtr 2,April,14,France,28478,AW00028478,100,Riley Long,Riley,Female,Long,,1477,,1,
1949,Qtr 2,April,14,Germany,14138,AW00014138,,Vincent He,Vincent,Male,He,100,1852,100,,1
1949,Qtr 2,April,14,Germany,24181,AW00024181,,Edwin Nath,Edwin,Male,Nath,100,4,100,,1
1949,Qtr 2,April,16,United Kingdom,16530,AW00016530,100,Priscilla Chander,Priscilla,Female,Chander,,2125,100,1,
1949,Qtr 2,April,18,United Kingdom,25721,AW00025721,100,April Nara,April,Female,Nara,,274,100,1,
1949,Qtr 2,April,18,United Kingdom,26928,AW00026928,,Roger Nara,Roger,Male,Nara,100,283,100,,1
1949,Qtr 2,April,18,United States,14253,AW00014253,,Eduardo Scott,Eduardo,Male,Scott,100,3288,100,,1
1949,Qtr 2,April,20,France,25554,AW00025554,,Jermaine Perez,Jermaine,Male,Perez,100,4,100,,1
1949,Qtr 2,April,20,United Kingdom,20973,AW00020973,100,April Andersen,April,Female,Andersen,,122,100,1,
1949,Qtr 2,April,20,United States,19846,AW00019846,,Seth Patterson,Seth,Male,Patterson,100,44,,,1
1949,Qtr 2,April,20,United States,27999,AW00027999,,Nathan Shan,Nathan,Male,Shan,100,93,100,,1
1949,Qtr 2,May,6,United States,24644,AW00024644,,Samuel Johnston,Samuel,Male,Johnston,100,908,100,,1
1949,Qtr 2,May,7,United States,24642,AW00024642,,Edward Russell,Edward,Male,Russell,100,25,100,,1
1949,Qtr 2,May,17,United Kingdom,15046,AW00015046,100,Casey Tang,Casey,Female,Tang,,3876,100,1,
1949,Qtr 2,May,17,United States,24936,AW00024936,,Caleb Scott,Caleb,Male,Scott,100,25,100,,1
1949,Qtr 2,May,18,France,15463,AW00015463,,Terrence Yuan,Terrence,Male,Yuan,100,2068,100,,1
1949,Qtr 2,May,21,Australia,21258,AW00021258,,Alfredo Serrano,Alfredo,Male,Serrano,100,2352,100,,1
1949,Qtr 2,May,22,United Kingdom,12235,AW00012235,100,Donna Rai,Donna,Female,Rai,,86,100,1,
1949,Qtr 2,May,22,United States,27399,AW00027399,,Thomas Parker,Thomas,Male,Parker,100,79,100,,1
1949,Qtr 2,May,23,Australia,23575,AW00023575,,Bobby Ray,Bobby,Male,Ray,100,2750,100,,1
1949,Qtr 2,May,23,United States,21756,AW00021756,100,Allison Carter,Allison,Female,Carter,,205,100,1,
1949,Qtr 2,May,25,Germany,29466,AW00029466,,Lance Jimenez,Lance,Male,Jimenez,100,1477,,,1
1949,Qtr 2,May,25,United States,15164,AW00015164,100,Savannah Collins,Savannah,Female,Collins,,3,,1,
1949,Qtr 2,May,26,United States,18534,AW00018534,,Hunter Collins,Hunter,Male,Collins,100,57,100,,1
1949,Qtr 2,May,31,United States,15746,AW00015746,100,Emily Walker,Emily,Female,Walker,,3,,1,
1949,Qtr 2,June,2,United Kingdom,20825,AW00020825,100,Pamela Kapoor,Pamela,Female,Kapoor,,2984,100,1,
1949,Qtr 2,June,5,Germany,17929,AW00017929,,Alfredo Rubio,Alfredo,Male,Rubio,100,2349,100,,1
1949,Qtr 2,June,25,Canada,13197,AW00013197,100,Katherine Smith,Katherine,Female,Smith,,112,100,1,
1949,Qtr 2,June,25,France,22413,AW00022413,100,Kristi Diaz,Kristi,Female,Diaz,,14,100,1,
1949,Qtr 3,July,16,Germany,17197,AW00017197,100,Mindy Nara,Mindy,Female,Nara,,83,100,1,
1949,Qtr 3,July,16,United States,28989,AW00028989,100,Angela Cox,Angela,Female,Cox,,1407,,1,
1949,Qtr 3,August,6,Canada,21450,AW00021450,,Nathan Bryant,Nathan,Male,Bryant,100,37,100,,1
1949,Qtr 3,August,6,n/a,21454,AW00021454,,Alvin Goldstein,Alvin,Male,Goldstein,100,6,,,1
1949,Qtr 3,August,11,France,19039,AW00019039,,Melvin Pal,Melvin,Male,Pal,100,4,100,,1
1949,Qtr 3,August,13,Germany,26392,AW00026392,100,Kelli Rai,Kelli,Female,Rai,,85,100,1,
1949,Qtr 3,August,13,United Kingdom,21515,AW00021515,100,Barbara Yuan,Barbara,Female,Yuan,,44,100,1,
1949,Qtr 3,August,16,Australia,15426,AW00015426,100,Cristina Kumar,Cristina,Female,Kumar,,123,100,1,
1949,Qtr 3,August,16,France,15093,AW00015093,,Johnny Moyer,Johnny,Male,Moyer,100,5693,100,,1
1949,Qtr 3,August,16,United States,15875,AW00015875,,Devin Morris,Devin,Male,Morris,100,9,100,,1
1949,Qtr 3,August,18,United Kingdom,25781,AW00025781,,Alejandro Xie,Alejandro,Male,Xie,100,72,100,,1
1949,Qtr 3,August,21,United Kingdom,23613,AW00023613,,Clayton Lu,Clayton,Male,Lu,100,22,100,,1
1949,Qtr 3,August,21,United States,11187,AW00011187,100,Jennifer Cooper,Jennifer,Female,Cooper,,68,100,1,
1949,Qtr 3,August,21,United States,14379,AW00014379,,Richard Foster,Richard,Male,Foster,100,1260,100,,1
1949,Qtr 3,August,21,United States,21758,AW00021758,100,Patricia Malhotra,Patricia,Female,Malhotra,,9,100,1,
1949,Qtr 3,August,21,United States,28988,AW00028988,,Harold Perez,Harold,Male,Perez,100,1407,,,1
1949,Qtr 3,August,24,Canada,11253,AW00011253,,José Hernandez,José,Male,Hernandez,100,757,100,,1
1949,Qtr 3,August,24,Germany,16943,AW00016943,100,Veronica Garcia,Veronica,Female,Garcia,,24,100,1,
1949,Qtr 3,August,24,Germany,24548,AW00024548,100,Crystal Liu,Crystal,Female,Liu,,72,100,1,
1949,Qtr 3,August,24,United States,15747,AW00015747,,Evan Nelson,Evan,Male,Nelson,100,72,100,,1
1949,Qtr 3,August,24,United States,22130,AW00022130,,Xavier Bryant,Xavier,Male,Bryant,100,265,100,,1
1949,Qtr 3,September,1,France,23611,AW00023611,,Dave Natsuhara,Dave,Male,Natsuhara,100,3,,,1
1949,Qtr 3,September,1,United States,20497,AW00020497,100,Francisco Javier Castrejón,Francisco,Female,Javier Castrejón,,44,,1,
1949,Qtr 3,September,8,Germany,21514,AW00021514,100,Krystal Zhu,Krystal,Female,Zhu,,91,100,1,
1949,Qtr 3,September,18,Australia,13982,AW00013982,,Clarence Chander,Clarence,Male,Chander,100,85,100,,1
1949,Qtr 3,September,18,United States,18979,AW00018979,,Noah Taylor,Noah,Male,Taylor,100,696,100,,1
1949,Qtr 3,September,30,Australia,25906,AW00025906,100,Crystal Zhao,Crystal,Female,Zhao,,4,100,1,
1949,Qtr 3,September,30,United States,12071,AW00012071,,Robert Robinson,Robert,Male,Robinson,100,3905,100,,1
1949,Qtr 4,October,7,United Kingdom,22807,AW00022807,100,Cindy Garcia,Cindy,Female,Garcia,,45,100,1,
1949,Qtr 4,October,7,United States,17556,AW00017556,100,Emily Powell,Emily,Female,Powell,,3,,1,
1949,Qtr 4,October,8,Canada,22739,AW00022739,100,Destiny Rodriguez,Destiny,Female,Rodriguez,,4,100,1,
1949,Qtr 4,October,10,United Kingdom,21516,AW00021516,,Larry Serrano,Larry,Male,Serrano,100,3133,100,,1
1949,Qtr 4,October,10,United States,13203,AW00013203,100,Bailey Bell,Bailey,Female,Bell,,4109,100,1,
1949,Qtr 4,October,17,Australia,18793,AW00018793,,Angel Cox,Angel,Male,Cox,100,22,100,,1
1949,Qtr 4,October,17,Germany,12291,AW00012291,,Johnathan Suri,Johnathan,Male,Suri,100,6396,100,,1
1949,Qtr 4,October,17,United Kingdom,19918,AW00019918,100,Joy Alonso,Joy,Female,Alonso,,3206,100,1,
